# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 258K of event 'cycles:P'
# Event count (approx.): 252527269824
#
# Overhead  Command  Shared Object         Symbol                                                                                                                                                                               
# ........  .......  ....................  .....................................................................................................................................................................................
#
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501c006
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60615
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67df9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f7cf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d091
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f869c0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8dab5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006b76
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71750
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f725aa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f51066
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f7c0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601e32a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f585cc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66aa9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66ac4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5eeca
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65ad7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72b9a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54dd9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f663d9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f623d5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960034f0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e0f5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962001c6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95631809
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67dc5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96200153
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d0e4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66399
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc08e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6deb1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95011770
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003e43
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72429
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91a8b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b97f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66316
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950030b2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f62569
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67144
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db07
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f610e9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199fe6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f536b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71f78
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30fb2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199f87
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b148
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91523
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fdc8ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0a6d0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc6e4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6d9fc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71b5c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bba0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65bb8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f58647
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e53771
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ebfd69
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9503d529
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fd6b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960201bb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fee045
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f718a6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30f30
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0cde
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563aa3b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f90c65
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f664fc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fcb3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002511
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501176c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b9a6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7855b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8da7f
     0.00%  a.out    [amdgpu]              [k] dm_read_reg_func
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bda6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518c563
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71462
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f718
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c5b5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500254e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8db3f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fb7c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7258f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c502
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0b4c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95ffeb35
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94eb4c9c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8692b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5274b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501733f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c624
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71a17
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9503d580
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016df5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003300
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fe00
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db3e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601e317
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72900
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a85
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed529a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5251b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95004171
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e05427
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f7f9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54e03
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f64bc0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d47
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f718a2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c621
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f504de
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f869c5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f62595
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b702
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71898
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a7c4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65975
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563ab0e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95011718
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54e2a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67e97
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c77c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a632
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601673b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e53762
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72567
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563180f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96003509
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66006
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a61e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9194e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bd37
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f64955
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6a75f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66676
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87b9b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4beb0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b405
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fc74
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f536db
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601e327
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95ffebd7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86204
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a674
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7ff5d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fdfbd0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c06d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5860b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db43
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96020c2a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518c55f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c31044
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f62563
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fad5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67fa7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66b4c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b73e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b48f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d12e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500412b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4e5e6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a4a0
     0.00%  a.out    [amdgpu]              [k] amdgpu_cgs_write_register
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a5f5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67059
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ebfd79
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4e686
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b219
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d16
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960169eb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff956317f5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7f96b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72836
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db22
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c544
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60f2d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9620012b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b1ce
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dc32
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f84fd8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950040ca
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db6d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71373
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95191f36
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68308
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f53796
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b509
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e053ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fe70
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68240
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91543
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87a95
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f6d1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72113
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b7ba
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003709
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67fcf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f713f6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95017335
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601e2cb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96020217
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f685b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db59
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f511c0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fdc8c4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a1ef
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cf95
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f99837
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc672
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95190283
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed1529
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87c68
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95025386
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95191f43
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c547
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71412
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91554
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71d48
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f78543
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fdc8ef
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ef21
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5af3e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960010bd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c7b9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cfea
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6361f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b7e9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8daae
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950030b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60f09
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950117cb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c5d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f605f9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f504da
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9600704b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66246
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95004166
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f713ab
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0b58
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7824d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c6d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c6c3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc6de
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc04b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66912
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fa50
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7101c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518c578
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87d95
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6e6b9
     0.00%  a.out    [amdgpu]              [k] to_dal_irq_source_dcn21
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ebfdc5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5af62
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5254c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cf9d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f650ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0ab98
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0816
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f504b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5adf7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f717c4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b12f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6646d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c3f0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518c552
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f919b7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f6dc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6daf9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8da09
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66c85
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72bb9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc6db
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66f95
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f55d6d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f663c1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91a12
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6cf85
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b054a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f996a3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6636d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601ffde
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80af3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80af0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b0cc3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f682bc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a5b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95025462
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86200
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fb85
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563fc91
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71969
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b726
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b7ff
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f713b2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9166c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9166f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71b5f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5865a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016b10
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199df3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86203
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f926
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f685d8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db0a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e054bf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002d6b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9600106a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950034ed
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a75
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199e7d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002360
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c793
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962000ed
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f70e2f
